recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps
Dairy-Free Savory Sausage Gravy,Breakfast And Brunch,Breakfast Sausage,"This dairy-free sausage gravy is a fairly basic, large-batch gravy recipe that I've developed over time. The family loves it every time, so the large batch is needed! Normally I'd use soy milk for most things, but I've found that in greater quantities it tends to froth badly. Almond milk does not have this problem though. Serve over warmed biscuits or the toasted bread of your choice.","[""2 pounds breakfast sausage"", ""2 \u00bd tablespoons Worcestershire sauce"", ""1 cube beef bouillon, crushed (Optional)"", ""1 teaspoon ground nutmeg"", ""1 cup all-purpose flour"", ""4 cups almond milk, or as needed"", ""3 teaspoons ground black pepper, or to taste"", ""1 teaspoon salt""]","[""Break sausage apart in a large skillet over medium-high heat. Cook until starting to brown, 3 to 5 minutes. Add Worcestershire sauce and let it heat up before adding beef bouillon and nutmeg. Stir and cook sausage until no longer pink, 3 to 5 minutes more."", ""Reduce heat to medium-low and sprinkle in flour gradually. Cook, stirring constantly, until flour coats sausage and is completely absorbed. Cook for 1 to 2 minutes more."", ""Pour in almond milk gradually, stirring constantly until gravy starts to thicken, up to 12 minutes. Add a little more almond milk if too thick. Season with pepper and salt. Continue stirring vigorously until gravy reaches desired thickness."", ""Remove from heat and let cool. Taste and adjust seasoning as desired.""]",8,4
Breakfast Casserole,Breakfast And Brunch,Breakfast Sausage,This delicious breakfast casserole with sausage and cream of mushroom soup is the perfect start to any morning.,"[""1 pound breakfast sausage"", ""6 eggs"", ""2 1/2 cups milk, divided"", ""\u00be teaspoon dry mustard powder"", ""\u00bd teaspoon salt"", ""8 slices bread, cubed"", ""4 cups shredded Cheddar cheese"", ""1 (10.5 ounce) can condensed cream of mushroom soup""]","[""Grease a 9x13-inch baking dish."", ""Cook sausage in a large skillet over medium-high heat until evenly browned, crumbly, and no longer pink in the center, 7 to 9 minutes. Drain and discard any excess grease."", ""While the sausage is cooking, whisk eggs in a mixing bowl until smooth. Whisk in 2 cups milk, mustard powder, and salt until evenly blended."", ""Spread bread cubes into the prepared dish; sprinkle sausage over top, then Cheddar cheese. Pour egg mixture over the entire dish. Cover and refrigerate, 8 hours to overnight."", ""When ready to bake, preheat the oven to 300 degrees F (150 degrees C)."", ""Remove casserole from the refrigerator and uncover. Whisk condensed soup and remaining 1/2 cup milk together in a bowl; pour mixture over casserole."", ""Bake in the preheated oven until firm and golden brown, about 1 1/2 hours.""]",8,7
"Cheesy Bacon, Sausage, and Egg Hash Brown Skillet",Breakfast And Brunch,Breakfast Sausage,"This cheesy hash brown skillet with bacon, sausage, and egg is a scrumptious, easy breakfast. Garnish with 2 thinly sliced green onions, if desired.","[""6 slices bacon, cut into 1-inch pieces"", ""1 link smoked pineapple-bacon chicken sausage, cut into slices"", ""1 tablespoon canola oil"", ""1 teaspoon butter"", ""2 \u00bd cups frozen hash brown potatoes, thawed"", ""\u00bd onion, chopped"", ""\u00be teaspoon garlic powder, divided"", ""\u00bd teaspoon onion powder"", ""\u00bc teaspoon salt, or more to taste"", ""\u00bc teaspoon ground black pepper, or more to taste"", ""1 cup shredded Cheddar cheese"", ""6 large eggs"", ""1 tablespoon milk""]","[""Preheat the oven to 350 degrees F (175 degrees C)."", ""Place bacon in a 10-inch skillet and cook over medium heat, stirring occasionally, until crisp, about 10 minutes. Use a slotted spoon to remove bacon to a paper towel-lined small bowl. Discard 1/2 of the bacon fat using a spoon."", ""Cook sausage in remaining bacon fat in the hot skillet until browned on both sides, about 5 minutes. Remove to the bowl with bacon."", ""Heat canola oil and butter in the same skillet over medium heat. Add hash browns and onion. Stir in 1/2 teaspoon garlic powder, onion powder, salt, and black pepper. Spread hash brown mixture evenly in the skillet; cook, undisturbed, until browned, about 5 minutes. Turn hash browns over and sprinkle with Cheddar cheese."", ""Whisk together eggs, milk, and remaining 1/4 teaspoon garlic powder in a medium bowl; season with salt and pepper. Pour egg mixture over cheese-covered hash browns in the skillet. Sprinkle the top with bacon and sausage pieces."", ""Bake in the preheated oven until the top is puffed, cheese is melted, and a knife inserted into the center comes out clean, 10 to 15 minutes.""]",13,6
"Sausage, Egg, and Cheese Scramble",Breakfast And Brunch,Breakfast Sausage,This is a tasty scramble of sausage and eggs with cheese. Great for a Sunday morning family breakfast! You may use as much of whatever type of cheese you prefer for this recipe.,"[""6 links pork sausage"", ""6 large eggs"", ""\u00be cup milk"", ""\u00be cup shredded sharp Cheddar cheese""]","[""Gather all ingredients."", ""Place sausage in a large, deep skillet. Cook over medium-high heat until evenly brown. Drain and chop into bite-sized pieces; set aside."", ""While sausage is cooking, beat eggs and milk together."", ""Pour eggs into a griddle. Add cheese and cook until eggs are set."", ""Stir in sausage and serve warm.""]",4,5
Sausage Hashbrown Breakfast Casserole,Breakfast And Brunch,Breakfast Sausage,"This breakfast casserole recipe is made with hash browns, sausage, eggs, and cheese — what's not to love? It can be made ahead of time and refrigerated until you're ready to bake it. It's great for a work potluck, an overnight guest, or an easy breakfast on Christmas morning!","[""cooking spray"", ""2 pounds bulk spicy breakfast sausage"", ""2 pounds frozen hash brown potatoes"", ""2 cups shredded Cheddar cheese"", ""1 (7 ounce) can green chile peppers (Optional)"", ""8 large eggs"", ""2 cups milk"", ""1 teaspoon salt"", ""\u00bd teaspoon ground black pepper"", ""\u00bd teaspoon onion powder"", ""\u00bd teaspoon garlic powder""]","[""Preheat the oven to 350 degrees F (175 degrees C). Spray a 9x13-inch baking dish with cooking spray."", ""Cook and stir sausage in a hot skillet over medium heat until crumbly and no longer pink, 5 to 7 minutes. Drain and discard grease, and transfer sausage to a bowl."", ""Cook hash browns in the skillet in the residual grease over medium heat, stirring occasionally, until lightly browned, about 8 minutes. Remove from the heat."", ""Transfer hash browns to the prepared baking dish and spread in an even layer across the bottom. Sprinkle cooked sausage over top, then layer with Cheddar cheese and chile peppers."", ""Whisk milk, eggs, salt, pepper, onion powder, and garlic powder together in a bowl. Pour over hash brown mixture."", ""Bake casserole, uncovered, in the preheated oven until bubbly and the top is golden brown, 35 to 40 minutes.""]",11,6
Egg and Sausage Casserole,Breakfast And Brunch,Breakfast Sausage,"This egg and sausage casserole is easy to make and always a hit. The recipe was given to me by a friend several years ago. Co-workers beg for it, and it's my husband's favorite!","[""1 pound pork sausage"", ""8 eggs, beaten"", ""2 cups shredded mozzarella cheese"", ""2 cups shredded Cheddar cheese"", ""1 teaspoon dried oregano"", ""1 (8 ounce) package refrigerated crescent roll dough""]","[""Preheat the oven to 325 degrees F (165 degrees C). Lightly grease a 9x13-inch baking dish."", ""Cook sausage in a large, deep skillet over medium-high heat, until evenly browned, 7 to 9 minutes. Drain and crumble into small pieces."", ""Mix beaten eggs, mozzarella, Cheddar, and oregano together in a large bowl."", ""Line the bottom of the prepared baking dish with crescent roll dough, then sprinkle crumbled sausage over top. Pour egg mixture over sausage."", ""Bake in the preheated oven until a knife inserted into the center comes out clean, 25 to 30 minutes.""]",6,5
Sausage Hash Brown Breakfast Casserole,Breakfast And Brunch,Breakfast Sausage,This sausage and hash brown breakfast casserole with a make-ahead option is super easy and actually good. It's also great if you add a little onion.,"[""1 pound hot pork sausage"", ""1 cup milk"", ""3 large eggs, beaten"", ""1 \u00bd teaspoons salt, divided"", ""1/2 (30 ounce) package frozen hash brown potatoes, thawed"", ""1 cup shredded Cheddar cheese"", ""1/2 teaspoon ground black pepper""]","[""Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Grease a 9-inch square baking dish or a 9-inch, deep-dish pie plate."", ""Cook sausage in a large skillet over medium-high heat until browned and crumbly, 5 to 7 minutes. Drain and discard grease."", ""Whisk milk, eggs, and 1 teaspoon salt together in a bowl."", ""Transfer cooked sausage to a large bowl. Add hash browns, Cheddar, pepper, and remaining 1/2 teaspoon salt; stir well to combine."", ""Spread in an even layer in the prepared baking dish, then pour egg mixture evenly over top."", ""Bake in the preheated oven until bubbling and golden, about 45 minutes."", ""Enjoy!""]",7,7
Breakfast Strata,Breakfast And Brunch,Breakfast Sausage,"My grandmother makes this breakfast strata every Christmas morning, and it's amazing. My husband hates eggs and he always has seconds, even my 1- and 2-year-olds gobble this up. Perfect for breakfast, lunch, or dinner! Ingredients are forgiving; add your favorites or spice it up. Just make sure your veggies are not going to water it down.","[""1 pound sausage, casings removed"", ""2 cups sliced fresh mushrooms"", ""10 cups cubed, day-old bread"", ""8 eggs, beaten"", ""3 cups whole milk"", ""2 cups shredded Cheddar cheese"", ""1 \u00bd cups cubed Black Forest ham"", ""1 (10 ounce) package frozen chopped spinach, thawed and drained"", ""2 tablespoons all-purpose flour"", ""2 tablespoons dry mustard"", ""2 teaspoons unsalted butter, melted"", ""2 teaspoons dried basil"", ""1 teaspoon salt""]","[""Generously grease a 9x13-inch casserole dish."", ""Heat a skillet over medium heat; cook and stir sausage until crumbly and completely browned, about 10 minutes. Transfer cooked sausage to the prepared casserole dish."", ""Cook and stir mushrooms in the same skillet over medium heat until liquid has been released and mushrooms are lightly browned, 5 to 10 minutes; drain."", ""Combine mushrooms, bread, eggs, milk, Cheddar cheese, ham, spinach, flour, dry mustard, butter, basil, and salt together in a large bowl; pour over sausage. Cover casserole dish and refrigerate, 2 hours to overnight."", ""Preheat the oven to 350 degrees F (175 degrees C)."", ""Bake in the preheated oven until a knife inserted into the center comes out clean, 60 to 70 minutes.""]",13,6
Air Fryer Turkey Breakfast Sausage Links,Breakfast And Brunch,Breakfast Sausage,These turkey breakfast sausage links cook in the air fryer quickly. Why stand over a skillet flipping and turning to get sausage brown on all sides? Throw the links in the air fryer basket and let it do the browning for you. This simple 'how to' will save you time on those hectic mornings.,"[""1 (9.6 ounce) package turkey breakfast sausage links""]","[""Preheat the air fryer to 350 degrees F (175 degrees C)."", ""Place all 12 sausage links in a single layer in the air fryer basket."", ""Cook in the preheated air fryer for 6 minutes.""]",1,3
Sausage Biscuits and Gravy,Breakfast And Brunch,Breakfast Sausage,"Often imitated, never duplicated. Just make sure that after you make this sausage biscuits and gravy for breakfast, you have a window of opportunity to go back to bed, because you won't be able to do much after consuming this. A cast-iron skillet is preferred. I prefer the taste that the maple sausage lends to the dish, however you could easily substitute regular or sage sausage in lieu of the maple. Single ladies, sit back and wait for marriage proposals!","[""1 (16.3 ounce) can Southern-style flaky refrigerated biscuits (such as Pillsbury Grands)"", ""1 (16 ounce) package maple-flavored breakfast sausage"", ""3 tablespoons all-purpose flour, or as needed"", ""1 (12 ounce) can evaporated milk"", ""1 \u00bd cups milk"", ""\u00bd teaspoon salt"", ""\u00bc teaspoon ground black pepper"", ""1 teaspoon unsalted butter""]","[""Preheat the oven to 350 degrees F (175 degrees C)."", ""Arrange biscuits on a baking sheet spaced about 1 1/2 inches apart."", ""Bake in the preheated oven until golden brown, 13 to 17 minutes. Slice in half crosswise; keep warm."", ""Meanwhile, crumble sausage into a large skillet over medium heat; cook, breaking sausage apart, until no longer pink, about 10 minutes. Sprinkle sausage and pan drippings with flour; cook and stir until sausage coated, about 1 more minute. Reduce heat to medium-low."", ""Stir in evaporated milk, followed by milk until thoroughly combined; bring to a simmer, stirring constantly, until desired thickness, 3 to 5 minutes. Season with salt and black pepper; stir in butter until melted. Stir in more flour if gravy isn't thick enough."", ""Serve biscuits, cut sides up, topped with sausage gravy.""]",8,6
Egg White Breakfast Casserole,Breakfast And Brunch,Breakfast Sausage,Great egg white casserole to make at the beginning of the week for a quick breakfast each morning.,"[""1 serving cooking spray"", ""1 (32 ounce) container egg whites"", ""\u2153 cup nonfat plain Greek yogurt"", ""1 pinch salt and ground black pepper to taste"", ""1 (8 ounce) package sliced fresh mushrooms"", ""1 small onion, chopped"", ""2 \u00bd cups cooked turkey sausage crumbles (such as Jimmy Dean\u00ae)"", ""1 plum tomato, chopped"", ""2 cups shredded Cheddar cheese""]","[""Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Spray a casserole dish with nonstick cooking spray."", ""Whisk egg whites, yogurt, salt, and pepper together in a bowl. Pour into the prepared dish."", ""Bake in the preheated oven until starting to set, about 10 minutes."", ""Meanwhile, saute mushrooms and onion in a pan until softened, 5 to 10 minutes."", ""Spread mushroom mixture, sausage crumbles, and tomato over the parbaked egg layer. Cover with Cheddar cheese."", ""Continue baking until eggs are set and cheese is melted, 10 to 15 minutes.""]",9,6
Rebekah's Keto Egg Casserole,Breakfast And Brunch,Breakfast Sausage,Egg casserole can easily be made with any breakfast meat and made ahead for an easy meal.,"[""1 (8 ounce) package breakfast sausage"", ""12 eggs"", ""1 (8 ounce) package shredded Cheddar cheese"", ""\u00be cup heavy whipping cream"", ""1 tablespoon minced onion"", ""2 teaspoons dry mustard"", ""1 teaspoon dried oregano"", ""salt and ground black pepper to taste""]","[""Preheat oven to 350 degrees F (175 degrees C)."", ""Heat a large skillet over medium-high heat. Cook sausage, breaking it apart with a wooden spoon, until browned and crumbly, 5 to 7 minutes. Spread over the bottom of a 9x13-inch casserole dish."", ""Mix eggs, Cheddar cheese, cream, onion, mustard, oregano, salt, and pepper together in a bowl. Pour mixture over the sausage."", ""Bake in the preheated oven until firm and cooked through, 30 to 40 minutes.""]",8,4
Breakfast Casserole in a Slow Cooker,Breakfast And Brunch,Breakfast Sausage,"Cooks while you sleep! Some fun variations of this recipe: before cooking (during prep) you can add chunks of sourdough bread, diced chiles, salsa, and/or diced green onions. You can use sage or regular sausage in place of the maple sausage, if desired.","[""cooking spray"", ""1 (26 ounce) package frozen hash brown potatoes, thawed"", ""12 eggs, beaten"", ""1 cup milk"", ""1 tablespoon ground mustard"", ""salt and ground black pepper to taste"", ""1 (16 ounce) package maple-flavored sausage"", ""1 (16 ounce) package shredded Cheddar cheese""]","[""Spray the crock of a slow cooker with cooking spray. Spread hash browns to cover the bottom of the slow cooker crock."", ""Whisk eggs, milk, mustard, salt, and black pepper together in a bowl."", ""Heat a large skillet over medium-high heat. Cook and stir sausage in the hot skillet until browned and crumbly, 5 to 7 minutes; drain and discard grease. Spread sausage over hash browns and spread Cheddar cheese over sausage. Pour egg mixture over cheese."", ""Cook on Low for 6 to 8 hours.""]",8,4
Tater Tot Breakfast Casserole,Breakfast And Brunch,Breakfast Sausage,This Tater Tot breakfast casserole with eggs and Cheddar cheese is easy to prep making it perfect for a lazy weekend morning!,"[""cooking spray"", ""\u00bd pound breakfast sausage"", ""1 small onion, diced"", ""\u00bd cup milk"", ""5 large eggs"", ""\u00bd teaspoon onion powder"", ""\u00bd teaspoon salt"", ""\u00bc teaspoon garlic powder"", ""\u00bc teaspoon ground black pepper"", ""1 (12 ounce) package shredded Cheddar cheese, divided"", ""1 (16 ounce) package frozen bite-size potato nuggets (such as Tater Tots)""]","[""Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Lightly spray a 2-quart baking dish with cooking spray."", ""Heat a large skillet over medium-high heat. Cook and stir sausage and onion in the hot skillet until sausage is browned and crumbly, 5 to 7 minutes. Drain and cool."", ""Meanwhile, whisk milk, eggs, onion powder, salt, garlic powder, and pepper together in a bowl."", ""Spread sausage mixture over the bottom of the prepared baking dish. Pour egg mixture over the top."", ""Layer with 1/2 of the Cheddar cheese and all of the potato nuggets. Cover with aluminum foil."", ""Bake in the preheated oven for 40 minutes. Remove foil and sprinkle with the remaining cheese. Bake until melted, about 20 minutes more. Remove from the oven and let stand briefly before serving.""]",11,6
Sausage Crescent Rolls,Breakfast And Brunch,Breakfast Sausage,"Spicy seasoned sausage mixed with cream cheese and wrapped in crescent rolls. For a different variation, add thin slices of pepperoni on the bottom of crescent roll before the sausage mixture and shred cheddar on top of sausage; roll pastry over.","[""1 pound fresh, ground spicy pork sausage"", ""1 (8 ounce) package cream cheese"", ""2 (8 ounce) packages refrigerated crescent rolls"", ""1 egg white, lightly beaten"", ""1 tablespoon poppy seeds""]","[""Preheat oven to 350 degrees F (175 degrees C)."", ""In a medium skillet, lightly brown sausage and drain. While sausage is still hot, add cream cheese and stir until cheese is melted and mixture is creamy. Cool completely."", ""Separate crescent rolls and arrange into two rectangles. Form log of sausage mixture lengthwise down center of each rectangle. Fold over the long sides of pastry to cover sausage log. Place on ungreased cookie sheet, seam down. Brush with egg white and sprinkle with poppy seeds."", ""Bake 20 minutes until crust is golden. When completely cooled, slice into one and one-half inch slices.""]",5,4
Hearty Breakfast Casserole,Breakfast And Brunch,Breakfast Sausage,"This breakfast casserole recipe is great for a hearty holiday breakfast. You can make it the night before, then bake it while opening Christmas presents!","[""1 (16 ounce) package ground pork breakfast sausage"", ""8 large eggs"", ""1 (10.50 ounce) can condensed cream of mushroom soup"", ""1 \u00bc cups milk"", ""1 (4.5 ounce) can sliced mushrooms, drained"", ""1 (32 ounce) package frozen potato rounds"", ""\u00bd cup shredded Cheddar cheese""]","[""Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a 9x13-inch baking dish."", ""Cook sausage in a skillet over medium-high heat until evenly browned. Drain and set aside."", ""Beat eggs, soup, and milk together in a large bowl. Stir in sausage and mushrooms. Add to the prepared baking dish. Stir in frozen potato rounds."", ""Bake in the preheated oven until heated through, 45 to 50 minutes. Sprinkle with cheese, and bake until cheese melts, 10 minutes more.""]",7,4
Easter Brunch Casserole,Breakfast And Brunch,Breakfast Sausage,"This is a recipe I made for Easter Brunch with bacon, sausage, hash browns, and green chiles and it was a big hit. This can be made the night before and put in the refrigerator.","[""1 pound bacon"", ""1 pound bulk pork sausage"", ""\u00bc cup bacon drippings"", ""1 large sweet onion, chopped"", ""\u00bc cup chopped garlic"", ""2 (4.5 ounce) cans diced green chile peppers, divided"", ""6 large eggs"", ""2 dashes liquid smoke flavoring"", ""\u00bd teaspoon hot pepper sauce (such as Cholula)"", ""\u00bd teaspoon seasoned salt (such as Lawry's)"", ""\u215b teaspoon white pepper"", ""1 tablespoon dried parsley"", ""1 teaspoon dried basil"", ""3 pounds frozen hash brown potatoes, thawed"", ""salt and black pepper to taste"", ""1 cup shredded pepper Jack cheese"", ""1 cup shredded Monterey Jack cheese"", ""1 cup shredded Cheddar cheese"", ""1 (4 ounce) can chopped black olives""]","[""Place bacon in a large, deep skillet, and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on a paper towel-lined plate. Place sausage into bacon grease, and cook until crumbly and brown, about 10 minutes. Place sausage on the plate with bacon, and pour off all but 1/4 cup of the bacon drippings."", ""Reduce heat to medium, and stir in onion, garlic, and one can of green chiles. Cook and stir until onion has softened and turned translucent, about 10 minutes. Meanwhile, beat eggs in a large mixing bowl with the liquid smoke, hot pepper sauce, seasoned salt, white pepper, parsley, and basil until smooth. Crumble bacon, and stir bacon and sausage into the eggs with the remaining can of green chiles, hash browns, and cooked onions. Season to taste with salt and black pepper, and stir until evenly mixed."", ""Prepare a 9x13-inch baking dish with cooking spray. Scoop the hash brown mixture into the prepared dish, and smooth the top. Cover with aluminum foil, and refrigerate overnight."", ""Preheat an oven to 400 degrees F (200 degrees C)."", ""Bake the covered dish in the preheated oven for 1 hour."", ""Remove casserole from the oven, uncover, and sprinkle evenly with pepper Jack and Monterey Jack cheeses. Sprinkle the Cheddar cheese in the shape of a cross, and outline with the black olives. Return to the oven, and bake until the cheese is hot and bubbly, 20 to 30 minutes more.""]",19,6
Best Breakfast Pizza,Breakfast And Brunch,Breakfast Sausage,This is a simple yet different breakfast pizza recipe. It is the best and great for company.,"[""1 pound ground breakfast sausage"", ""1 (8 ounce) package refrigerated crescent rolls"", ""1 cup frozen hash brown potatoes, thawed"", ""1 cup shredded Cheddar cheese"", ""5 eggs"", ""\u00bc cup milk"", ""\u00bd teaspoon salt"", ""\u215b teaspoon ground black pepper"", ""\u00bc cup grated Parmesan cheese""]","[""Preheat the oven to 375 degrees F (190 degrees C)."", ""Meanwhile, cook sausage in a large, deep skillet over medium-high heat until evenly browned. Drain, crumble, and set aside."", ""Separate crescent roll dough into 8 triangles. Place on an ungreased 12-inch pizza pan with points toward the center; press dough together to form a crust. Bottom crust should be sealed and outside edge should be slightly raised."", ""Spoon sausage over crust; sprinkle with hash browns and top with Cheddar cheese."", ""Beat eggs, milk, salt, and black pepper together in a bowl; pour over crust. Sprinkle with Parmesan cheese."", ""Bake in the preheated oven until eggs are set, 25 to 30 minutes.""]",9,6
Sausage Mushroom Quiche,Breakfast And Brunch,Breakfast Sausage,This quiche recipe with sausage and mushroom is one of the best I have ever had. It's delicious and filling. It's also great for dinner.,"[""1 (9-inch) unbaked pie crust"", ""1 pound small fresh button mushrooms"", ""1 pound ground pork breakfast sausage"", ""\u00bd cup chopped fresh parsley"", ""3 large eggs"", ""1 cup half-and-half"", ""\u00bd cup grated Parmesan cheese"", ""\u00bc teaspoon salt""]","[""Preheat the oven to 400 degrees F (200 degrees C)."", ""Place pie crust in a 9-inch pie plate; set aside. Snip off mushroom stems; cut large mushrooms in half."", ""Crumble sausage into a large skillet; add mushrooms. Cook on medium-high heat until sausage is browned and all liquid from mushrooms has evaporated. Drain and discard grease. Stir parsley into sausage mixture."", ""Beat eggs in a large bowl; whisk in half-and-half, Parmesan cheese, and salt; stir in sausage mixture until well blended. Pour egg mixture into the prepared pie crust."", ""Bake in the preheated oven until crust is well browned and the filling is set, 25 to 30 minutes. Let stand briefly before serving.""]",8,5
Scrapple,Breakfast And Brunch,Breakfast Sausage,"Originally of Pennsylvania Dutch origin, scrapple was made from the bits and pieces of the pig not suited for anything else! This streamlined recipe takes only minutes to prepare ... perfect for making the night before. Serve topped with choice of warmed syrup.","[""1 \u00bd pounds ground pork sausage"", ""1 (14 ounce) can sweetened condensed milk"", ""1 cup yellow cornmeal"", ""\u215b teaspoon coarsely ground black pepper""]","[""Place sausage in a large, deep skillet. Cook over medium high heat until evenly brown. Drain and rinse in colander under cold water, breaking sausage into pea sized pieces."", ""Return to skillet along with the condensed milk, and heat over medium until just bubbling. Immediately stir in the cornmeal and pepper and reduce heat to simmer. Continue cooking, 5 minutes total; mush will be stiff."", ""Pack into 8x4 loaf pan, cover and chill overnight. To serve, cut into 1/4 to 1/2 inch slices and saute until golden in nonstick skillet.""]",4,3
Chef John's Breakfast Sausage Patties,Breakfast And Brunch,Breakfast Sausage,This is a simple breakfast sausage in patty form. So easy! The key is to get freshly and coarsely ground pork shoulder from a real live butcher.,"[""1 pound coarsely ground pork shoulder"", ""2 teaspoons fennel seeds, or more to taste - lightly crushed"", ""2 teaspoons freshly grated orange zest"", ""1 teaspoon kosher salt"", ""\u00bd teaspoon freshly ground black pepper"", ""\u00bd teaspoon dried Italian herb seasoning"", ""\u215b teaspoon red pepper flakes"", ""1 pinch freshly grated nutmeg""]","[""Place pork, fennel seeds, orange zest, salt, black pepper, Italian seasoning, red pepper flakes, and nutmeg into a bowl and stir very lightly with a fork to combine. Do not overmix. Cover and refrigerate overnight."", ""Check seasonings before using: Shape about 2 teaspoons sausage into a small patty and fry until brown in a skillet over medium heat. Let cool 1 to 2 minutes and taste for seasoning."", ""Cover a cutting board with plastic wrap. Divide sausage into 6 equal pieces, roll into a balls, and wrap each ball with plastic wrap. Press flat into patties and discard plastic."", ""Place a heavy skillet, such as a cast iron skillet, over medium-high heat. Cook patties in hot skillet until meat is no longer pink in the center and the sausage is browned, about 3 minutes per side. Serve immediately.""]",8,4
Best Breakfast Sausage Balls Ever,Breakfast And Brunch,Breakfast Sausage,These sausage balls have a secret ingredient not used in most recipes that makes them moist and delicious! They won't last long at your holiday party!,"[""1 pound bulk breakfast sausage"", ""2 cups biscuit baking mix"", ""10 ounces shredded Cheddar cheese"", ""1 egg"", ""\u00bc cup evaporated milk""]","[""Preheat oven to 350 degrees F (175 degrees C)."", ""Combine sausage, baking mix, Cheddar cheese, egg, and evaporated milk in the bowl of a stand mixer; mix on low speed until thoroughly combined."", ""Shape sausage mixture into 1-inch balls and arrange onto baking sheets."", ""Bake in preheated oven until no longer pink in the center, 8 to 10 minutes. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C).""]",5,4
Chorizo con Huevos (Spicy Mexican Sausage with Eggs),Breakfast And Brunch,Breakfast Sausage,This chorizo con huevos (spicy Mexican sausage with eggs) recipe is an extremely simple dish that requires no skill or added spices or ingredients! We eat this for breakfast and even sometimes for supper.,"[""3 chorizo sausage links, casing removed and meat crumbled"", ""9 eggs, beaten"", ""5 (6 inch) corn tortillas""]","[""Cook and stir chorizo sausage in a skillet over medium-high heat until browned and cooked through, about 5 minutes."", ""Stir in eggs; cook and stir until set and scrambled with chorizo, 3 to 5 minutes."", ""Warm corn tortillas on an electric skillet until heated through, about 2 minutes."", ""Place egg and chorizo mixture in warm tortillas.""]",3,4
Brunch on the Bayou,Breakfast And Brunch,Breakfast Sausage,"This brunch on the bayou casserole is an absolutely fantastic recipe. I typically serve it when family is visiting for the holidays, as the majority is prepared the night before. Everyone loves it and always wants the recipe!","[""4 ounces Italian sausage, casings removed"", ""\u00bd (1 pound) loaf day old French bread, broken into small pieces"", ""3 tablespoons butter, melted"", ""1 pound shredded Monterey Jack cheese"", ""10 large eggs"", ""1 \u00bd cups whole milk"", ""\u2153 cup white wine"", ""3 green onions, chopped"", ""2 teaspoons Dijon mustard"", ""\u00bc teaspoon black pepper"", ""\u00bc teaspoon red pepper flakes"", ""1 cup sour cream"", ""\u00bd cup Parmesan cheese""]","[""Place sausage in a large skillet over medium-high heat. Cook and stir until evenly browned. Drain grease and set aside."", ""Spread bread pieces in the bottom of a 9x13-inch baking dish. Drizzle with melted butter, then sprinkle with cooked sausage. Cover with cheese."", ""Whisk together eggs, milk, white wine, green onions, and Dijon mustard in a large bowl. Season with black pepper and red pepper flakes. Pour egg mixture over sausage in the baking dish. Cover and refrigerate for 8 hours to overnight."", ""Remove the dish from the refrigerator 30 minutes before baking to let it come to room temperature. Preheat the oven to 325 degrees F (165 degrees C)."", ""Cover the dish with aluminum foil and bake in the preheated oven for 30 minutes. Remove the foil and continue baking for 30 more minutes."", ""Remove from the oven and spread sour cream over the top. Sprinkle with Parmesan cheese. Return to the oven and bake until cheese begins to brown slightly, about 10 minutes.""]",13,6
Simple Sausage Casserole,Breakfast And Brunch,Breakfast Sausage,"This sausage casserole with crescent roll dough is simple to make. If your mornings are hectic, bake it at night and cut and reheat portions the next morning in the microwave.","[""cooking spray"", ""1 pound bulk pork sausage"", ""8 ounces cream cheese, softened"", ""2 (8 ounce) cans refrigerated crescent rolls""]","[""Gather all ingredients."", ""Preheat the oven to 350 degrees F (175 degrees C). Grease the bottom of a 9x11-inch baking dish with cooking spray."", ""Heat a large skillet over medium-high heat. Cook and stir sausage in the hot skillet until browned and crumbly, 5 to 7 minutes. Drain and discard grease. Stir in cream cheese until combined."", ""Roll crescent roll dough from 1 can into the bottom of the prepared baking dish without separating. Bake in the preheated oven for 5 minutes."", ""Spread sausage mixture over baked crescent rolls; top with crescent roll dough from remaining can."", ""Continue baking until the top layer is golden brown, about 8 minutes.""]",4,6
